dt_referencia;no_indice;nu_indice;var_diaria_perc;var_mensal_perc;var_anual_perc;var_ult_12_meses_perc;var_ult_24_meses_perc;peso_perc;duration_du;carteira_mercado_reais_mil;nu_operacoes;qt_negociada_1000_tit;vr_negociado_reais_mil;pmr;convexidade;yield;redemption_yield
2018-03-14;IMA-C;5.686,593779000000;0,1132;-0,0260;4,8942;9,8238;26,9873;2,86;1.607;100.447.467;--;--;--;2.5540000000000003;60,9538;4,4147;4,6008
2018-03-14;IRF-M 1;9.960,296535000000;0,0203;0,2916;1,4315;9,5921;25,0192;9,87;114.0;346.187.255;89;6.844,73;6.724.577,55;166.0;0,6574;6,4508;6,4248
2018-03-14;IMA-B 5+;6.745,948232000000;0,1491;0,6649;6,2343;11,7530;41,6102;16,32;2.951;572.656.162;290;883,89;2.993.931,06;5.473;210,5139;4,9072;4,9843
2018-03-14;IRF-M;11.243,737486000000;-0,0222;0,6349;3,0654;13,1985;36,8602;36,99;574.0;1.297.476.535;350;14.217,37;13.260.140,31;873.0;9,8116;7,6484;8,4244
2018-03-14;IMA-B;5.750,257697000000;0,1208;0,6443;4,6385;11,4952;35,4481;28,72;1.956;1.007.370.836;542;2.268,16;7.522.326,76;3.52;124,2595;4,3620;4,8392
2018-03-14;IMA-B 5;5.322,859352000000;0,0835;0,6172;2,5088;11,7020;26,2161;12,39;647.0;434.714.674;322;1.715,28;5.632.818,28;949.0;10,6352;3,6438;3,9671
2018-03-14;IMA-GERAL ex-C;4.894,829189000000;0,0356;0,5148;2,9411;11,2957;32,3822;97,14;797.0;3.407.584.028;1.130;16.639,63;22.231.456,76;1.3730000000000002;40,4702;--;--
2018-03-15;IMA-C;5.696,288323000000;0,1705;0,1444;5,0731;9,7683;28,4758;2,87;1.607;100.618.710;3.0;40,00;242.916,88;2.5540000000000003;60,9812;4,3941;4,5806
2018-03-15;IMA-S;4.195,722026000000;0,0256;0,2823;1,3291;8,9272;23,8434;31,44;1.0;1.103.019.446;213.0;187,36;1.762.342,49;1.0;0,0000;--;--
2018-03-15;IMA-GERAL ex-C;4.894,932974000000;0,0021;0,5170;2,9433;11,0087;33,2008;97,13;796.0;3.407.656.279;1.4980000000000002;30.092,77;37.580.032,33;1.3719999999999999;40,4321;--;--
2018-03-15;IMA-B 5;5.323,311326000000;0,0085;0,6258;2,5175;11,4852;26,5136;12,39;645.0;434.751.586;511.0;2.703,37;8.878.276,18;948.0;10,6068;3,6433;3,9762
2018-03-15;IMA-B;5.750,036869000000;-0,0038;0,6405;4,6344;11,0245;37,3922;28,71;1.955;1.007.332.149;812.0;3.541,55;11.742.883,76;3.5189999999999997;124,1735;4,3649;4,8444
2018-03-15;IMA-B 5+;6.745,057673000000;-0,0132;0,6516;6,2203;11,1520;44,7260;16,32;2.949;572.580.563;479.0;1.693,77;5.722.030,66;5.472;210,4029;4,9128;4,9886
2018-03-15;IRF-M 1;9.962,726898000000;0,0244;0,3160;1,4562;9,5481;25,0099;9,87;113.0;346.271.726;92.0;9.330,81;9.113.010,26;165.0;0,6507;6,4514;6,4256
2018-03-15;IRF-M;11.242,248247000000;-0,0132;0,6216;3,0517;12,8426;37,4436;36,98;573.0;1.297.304.684;473.0;26.363,86;24.074.806,08;872.0;9,7855;7,6651;8,4458
2018-03-15;IMA-GERAL;4.926,880036000000;0,0069;0,5062;3,0038;10,9438;33,0001;100,00;820.0;3.508.274.989;1.501;30.132,77;37.822.949,21;1.406;41,0215;--;--
2018-03-15;IRF-M 1+;12.284,347322000000;-0,0269;0,7334;3,6376;14,0254;43,4981;27,11;741.0;951.032.957;381.0;17.033,05;14.961.795,82;1.129;13,1115;8,1069;8,5575
2018-03-16;IMA-C;5.706,067956000000;0,1717;0,3163;5,2535;9,8083;28,6376;2,86;1.607;100.791.457;--;--;--;2.5540000000000003;61,0203;4,3756;4,5603
2018-03-16;IMA-GERAL ex-C;4.899,942476000000;0,1023;0,6198;3,0487;11,0886;33,2321;97,14;799.0;3.420.107.286;1.767;32.110,07;46.151.767,82;1.376;40,5733;--;--
2018-03-16;IMA-S;4.196,799235000000;0,0257;0,3080;1,3551;8,9054;23,8123;31,34;1.0;1.103.302.635;297;688,20;6.473.044,25;1.0;0,0000;--;--
2018-03-16;IRF-M 1+;12.299,324293000000;0,1219;0,8562;3,7639;14,2388;43,4714;27,04;740.0;952.192.449;348;13.086,71;12.099.483,55;1.128;13,1058;8,0741;8,5250
2018-03-16;IMA-B;5.761,040320000000;0,1914;0,8331;4,8347;11,1265;37,5759;28,92;1.953;1.018.231.375;987;4.100,52;13.577.757,11;3.51;123,8056;4,3345;4,8212
2018-03-16;IMA-B 5+;6.761,191893000000;0,2392;0,8924;6,4744;11,2848;45,0972;16,01;2.991;563.724.906;523;1.761,27;5.924.553,62;5.5520000000000005;214,6199;4,9044;4,9743
2018-03-16;IMA-B 5;5.330,343082000000;0,1321;0,7587;2,6529;11,5680;26,4575;12,91;665.0;454.506.470;684;3.612,03;11.903.445,97;977.0;11,1686;3,6276;3,9671
2018-03-16;IRF-M;11.253,241677000000;0,0978;0,7200;3,1525;12,9995;37,4189;36,88;573.0;1.298.573.276;483;27.321,36;26.100.966,46;871.0;9,7818;7,6383;8,4150
2018-03-16;IMA-GERAL;4.932,019970000000;0,1043;0,6111;3,1112;11,0217;33,0357;100,00;822.0;3.520.898.743;1.767;32.110,07;46.151.767,82;1.41;41,1587;--;--
2018-03-16;IRF-M 1;9.965,865884000000;0,0315;0,3476;1,4882;9,5490;24,9433;9,84;112.0;346.380.827;135;14.234,64;14.001.482,91;164.0;0,6443;6,4403;6,4092
2018-03-19;IMA-B 5+;6.738,786152000000;-0,3314;0,5580;6,1215;10,5600;38,7738;15,97;2.983;561.856.792;344.0;1.595,46;5.387.275,13;5.545;213,6073;4,9349;5,0057
2018-03-19;IMA-S;4.197,875876000000;0,0257;0,3337;1,3811;8,8835;23,7233;31,36;1.0;1.103.585.675;170.0;70,39;662.391,03;1.0;0,0000;--;--
2018-03-19;IMA-C;5.705,636927000000;-0,0076;0,3088;5,2455;9,6150;26,4366;2,86;1.6059999999999999;100.783.843;4.0;10,00;39.428,74;2.551;60,9415;4,3850;4,5691
2018-03-19;IMA-B;5.749,144252000000;-0,2065;0,6248;4,6182;10,6061;33,5389;28,88;1.946;1.016.128.812;590.0;3.352,80;11.178.447,43;3.502;123,0891;4,3595;4,8518
2018-03-19;IRF-M 1+;12.297,595016000000;-0,0141;0,8420;3,7493;14,1279;41,4384;27,05;739.0;952.058.571;363.0;10.846,82;9.842.059,24;1.125;13,0691;8,0849;8,5418
2018-03-19;IRF-M;11.253,038709000000;-0,0018;0,7182;3,1506;12,9161;36,2799;36,90;571.0;1.298.549.854;438.0;17.160,13;16.055.081,83;868.0;9,7521;7,6388;8,4308
2018-03-19;IRF-M 1;9.969,043864000000;0,0319;0,3796;1,5206;9,5413;24,8608;9,85;111.0;346.491.283;75.0;6.313,31;6.213.022,58;161.0;0,6379;6,4132;6,3917
2018-03-19;IMA-GERAL;4.929,427736000000;-0,0526;0,5582;3,0570;10,8229;31,2943;100,00;819.0;3.519.048.184;1.202;20.593,32;27.935.349,03;1.405;40,8860;--;--
2018-03-19;IMA-GERAL ex-C;4.897,302114000000;-0,0539;0,5656;2,9931;10,8900;31,5107;97,14;796.0;3.418.264.341;1.198;20.583,32;27.895.920,29;1.371;40,2947;--;--
2018-03-19;IMA-B 5;5.327,593516000000;-0,0516;0,7067;2,5999;11,3538;25,6521;12,91;664.0;454.272.020;384.0;2.720,28;9.008.901,40;974.0;11,1335;3,6478;3,9960
2018-03-20;IMA-C;5.703,076537000000;-0,0449;0,2637;5,1983;9,6734;26,3799;2,87;1.604;100.738.616;1.0;0,37;2.253,48;2.549;60,8086;4,4067;4,5909
2018-03-20;IMA-B;5.730,893136000000;-0,3175;0,3054;4,2861;10,2903;33,1150;28,82;1.939;1.012.903.031;586.0;2.272,28;7.521.954,30;3.495;122,2439;4,4088;4,8975
2018-03-20;IMA-B 5+;6.707,691302000000;-0,4614;0,0940;5,6319;10,1015;38,1335;15,91;2.9739999999999998;559.264.211;328.0;974,72;3.300.665,86;5.541;212,4068;4,9790;5,0488
2018-03-20;IMA-GERAL ex-C;4.891,518729000000;-0,1181;0,4468;2,8715;10,7488;31,3554;97,13;792.0;3.414.227.601;1.298;33.002,16;36.740.231,38;1.3659999999999999;39,9553;--;--
2018-03-20;IMA-S;4.198,948848000000;0,0256;0,3594;1,4070;8,8615;23,7549;31,40;1.0;1.103.867.750;178.0;119,68;1.126.665,91;1.0;0,0000;--;--
2018-03-20;IMA-B 5;5.320,167496000000;-0,1394;0,5664;2,4569;11,1998;25,4770;12,91;662.0;453.638.820;321.0;1.570,55;5.132.672,37;973.0;11,0875;3,7059;4,0596
2018-03-20;IRF-M;11.243,566643000000;-0,0842;0,6334;3,0638;12,8044;36,1652;36,91;570.0;1.297.456.821;534.0;30.610,19;28.091.611,17;866.0;9,7077;7,6760;8,4856
2018-03-20;IRF-M 1+;12.282,346647000000;-0,1240;0,7170;3,6207;13,9796;41,2630;27,05;738.0;950.878.069;426.0;16.521,91;14.204.393,21;1.123;13,0159;8,1369;8,5990
2018-03-20;IMA-GERAL;4.923,709781000000;-0,1160;0,4416;2,9375;10,6884;31,1420;100,00;815.0;3.514.966.218;1.2990000000000002;33.002,53;36.742.484,86;1.4;40,5530;--;--
2018-03-20;IRF-M 1;9.971,560463000000;0,0252;0,4050;1,5462;9,5240;24,8923;9,86;110.0;346.578.752;108.0;14.088,28;13.887.217,96;160.0;0,6314;6,4115;6,3901
2018-03-21;IMA-B 5+;6.737,485036000000;0,4442;0,5386;6,1010;10,4223;37,9157;15,96;2.98;561.748.310;414;2.113,94;7.168.938,81;5.544;213,3404;4,9427;5,0120
2018-03-21;IMA-B;5.745,800207000000;0,2601;0,5663;4,5573;10,4437;32,9354;28,85;1.944;1.015.537.771;868;4.937,05;16.341.176,28;3.5010000000000003;122,9569;4,3915;4,8666
2018-03-21;IRF-M;11.259,175245000000;0,1388;0,7731;3,2069;12,7685;36,0944;36,91;570.0;1.299.257.983;596;28.468,90;26.207.273,58;866.0;9,7238;7,6434;8,4360
2018-03-21;IMA-B 5;5.321,934186000000;0,0332;0,5998;2,4909;11,1754;25,4497;12,89;661.0;453.789.462;615;3.865,25;12.643.974,46;972.0;11,0706;3,7091;4,0555
2018-03-21;IMA-GERAL;4.930,671753000000;0,1414;0,5836;3,0830;10,7127;31,0307;100,00;818.0;3.519.936.270;1.664;33.542,48;43.833.855,35;1.403;40,8114;--;--
2018-03-21;IMA-C;5.717,295047000000;0,2493;0,5137;5,4605;9,7336;26,1511;2,87;1.605;100.989.771;--;--;--;2.55;60,9232;4,3823;4,5586
2018-03-21;IMA-S;4.200,025320000000;0,0256;0,3851;1,4330;8,8395;23,7231;31,37;1.0;1.104.150.745;200;136,52;1.285.405,49;1.0;0,0000;--;--
2018-03-21;IRF-M 1;9.974,359291000000;0,0281;0,4332;1,5747;9,4933;24,8705;9,85;109.0;346.676.030;123;15.780,36;15.647.794,47;159.0;0,6249;6,4000;6,3815
2018-03-21;IRF-M 1+;12.304,355458000000;0,1792;0,8974;3,8064;13,9456;41,0847;27,06;737.0;952.581.953;473;12.688,54;10.559.479,12;1.123;13,0352;8,0959;8,5460
2018-03-21;IMA-GERAL ex-C;4.898,279432000000;0,1382;0,5857;3,0137;10,7727;31,2509;97,13;794.0;3.418.946.499;1.664;33.542,48;43.833.855,35;1.369;40,2174;--;--
2018-03-22;IMA-GERAL ex-C;4.912,483843000000;0,2900;0,8774;3,3124;11,1543;30,9703;97,13;795.0;3.428.861.026;1.469;26.597,63;31.930.684,59;1.37;40,3240;--;--
2018-03-22;IMA-S;4.201,099987000000;0,0256;0,4108;1,4590;8,8175;23,6964;31,29;1.0;1.104.433.266;199;100,48;946.234,51;1.0;0,0000;--;--
2018-03-22;IMA-C;5.734,832676000000;0,3067;0,8220;5,7840;10,0765;25,5231;2,87;1.605;101.299.554;--;--;--;2.548;60,9542;4,3233;4,5165
2018-03-22;IMA-B;5.776,729418000000;0,5383;1,1077;5,1202;11,1575;32,2945;28,92;1.944;1.021.004.335;752;2.794,19;9.258.727,05;3.4960000000000004;122,9956;4,2584;4,7970
2018-03-22;IRF-M 1;9.983,997940000000;0,0966;0,5302;1,6728;9,5517;24,9058;9,83;108.0;347.011.038;98;8.913,59;8.796.205,67;158.0;0,6209;6,2704;6,2021
2018-03-22;IRF-M 1+;12.353,832592000000;0,4021;1,3032;4,2238;14,5586;40,7149;27,09;737.0;956.412.387;420;14.789,36;12.929.517,36;1.122;13,0394;7,9230;8,4096
2018-03-22;IMA-GERAL;4.944,993806000000;0,2905;0,8757;3,3825;11,0927;30,7356;100,00;819.0;3.530.160.580;1.469;26.597,63;31.930.684,59;1.4040000000000001;40,9160;--;--
2018-03-22;IMA-B 5+;6.770,133664000000;0,4846;1,0258;6,6152;11,1407;36,4968;15,99;2.9810000000000003;564.470.440;436;1.102,58;3.719.280,20;5.537000000000001;213,4765;4,8837;4,9712
2018-03-22;IMA-B 5;5.354,120242000000;0,6048;1,2082;3,1108;11,8336;25,9659;12,93;662.0;456.533.895;478;2.276,48;7.488.585,23;972.0;11,1226;3,4852;3,8266
2018-03-22;IRF-M;11.295,272344000000;0,3206;1,0962;3,5378;13,2325;35,9833;36,92;569.0;1.303.423.425;518;23.702,96;21.725.723,03;865.0;9,7332;7,4831;8,2984
2018-03-23;IMA-GERAL ex-C;4.911,071359000000;-0,0288;0,8484;3,2827;11,2284;31,6035;97,13;793.0;3.427.875.127;2.154;26.959,65;42.333.055,64;1.367;40,1307;--;--
2018-03-23;IMA-S;4.202,136289000000;0,0247;0,4356;1,4840;8,7945;23,6590;31,30;1.0;1.104.705.701;193;115,13;1.084.491,63;1.0;0,0000;--;--
2018-03-23;IRF-M 1;9.986,173600000000;0,0218;0,5521;1,6950;9,5352;24,8740;9,83;107.0;347.086.657;76;7.902,96;7.857.729,79;157.0;0,6143;6,2757;6,2074
2018-03-23;IMA-C;5.742,957669000000;0,1417;0,9649;5,9339;10,3699;26,5786;2,87;1.605;101.443.073;--;--;--;2.5469999999999997;60,9579;4,3071;4,5015
2018-03-23;IMA-GERAL;4.943,813814000000;-0,0239;0,8517;3,3578;11,1734;31,3838;100,00;816.0;3.529.318.200;2.154;26.959,65;42.333.055,64;1.401;40,7294;--;--
2018-03-23;IRF-M;11.287,822682000000;-0,0660;1,0295;3,4695;13,1398;36,3021;36,91;567.0;1.302.563.768;453;20.100,39;18.793.169,19;863.0;9,6723;7,5031;8,3432
2018-03-23;IMA-B 5;5.359,032610000000;0,0917;1,3010;3,2054;11,9269;26,6181;12,95;661.0;456.952.762;1.035;5.099,84;16.792.141,55;971.0;11,1090;3,4564;3,7989
2018-03-23;IMA-B;5.774,473750000000;-0,0390;1,0682;5,0791;11,5161;33,9150;28,92;1.939;1.020.605.658;1.508;6.744,14;22.455.394,82;3.49;122,4414;4,2496;4,8048
2018-03-23;IMA-B 5+;6.760,328232000000;-0,1448;0,8795;6,4608;11,5801;38,7142;15,97;2.975;563.652.897;760;2.827,24;9.631.963,18;5.532;212,6984;4,8925;4,9860
2018-03-23;IRF-M 1+;12.341,751774000000;-0,0978;1,2041;4,1219;14,4365;41,3854;27,07;734.0;955.477.111;377;12.197,43;10.935.439,40;1.12;12,9626;7,9489;8,4558
2018-03-26;IMA-S;4.203,171314000000;0,0246;0,4603;1,5090;8,7712;23,6252;31,27;1.0;1.104.977.800;233;163,80;1.543.474,25;1.0;0,0000;--;--
2018-03-26;IMA-C;5.751,925711000000;0,1562;1,1225;6,0993;10,3543;27,2296;2,88;1.604;101.601.484;--;--;--;2.545;60,9560;4,2853;4,4840
2018-03-26;IRF-M 1;9.989,332447000000;0,0316;0,5839;1,7272;9,4971;24,8830;9,83;106.0;347.196.448;187;7.931,80;7.894.135,55;154.0;0,6081;6,2651;6,1878
2018-03-26;IMA-GERAL ex-C;4.916,684015000000;0,1143;0,9636;3,4008;11,0446;32,1737;97,12;792.0;3.431.792.701;1.373;19.409,89;25.791.526,11;1.365;40,0325;--;--
2018-03-26;IMA-B 5+;6.762,372017000000;0,0302;0,9100;6,4930;11,0147;40,0660;15,96;2.971;563.823.300;404;1.215,91;4.134.834,66;5.525;212,2139;4,8824;4,9850
2018-03-26;IMA-B 5;5.367,176368000000;0,1520;1,4550;3,3622;11,8249;27,2107;12,95;660.0;457.647.162;407;1.691,51;5.569.928,76;969.0;11,1095;3,4198;3,7464
2018-03-26;IMA-B;5.779,366715000000;0,0847;1,1538;5,1682;11,1183;34,9750;28,91;1.936;1.021.470.462;679;2.417,68;8.058.813,34;3.484;122,1136;4,2271;4,7957
2018-03-26;IRF-M;11.311,919558000000;0,2135;1,2452;3,6904;13,0058;36,9573;36,94;567.0;1.305.344.438;461;16.828,41;16.189.238,51;861.0;9,6892;7,4336;8,2572
2018-03-26;IRF-M 1+;12.376,251116000000;0,2795;1,4870;4,4129;14,2749;42,4857;27,12;734.0;958.147.990;274;8.896,62;8.295.102,96;1.117;12,9799;7,8571;8,3651
2018-03-26;IMA-GERAL;4.949,523389000000;0,1155;0,9681;3,4772;10,9953;31,9566;100,00;815.0;3.533.394.184;1.373;19.409,89;25.791.526,11;1.399;40,6341;--;--
2018-03-27;IMA-B 5+;6.740,931901000000;-0,3171;0,5901;6,1553;10,3336;39,6219;15,91;2.963;562.035.697;296;1.185,95;4.033.198,82;5.52;211,1882;4,9103;5,0151
2018-03-27;IRF-M 1;9.991,046325000000;0,0172;0,6012;1,7446;9,4484;24,9044;9,83;105.0;347.256.017;148;10.592,51;10.506.536,38;153.0;0,6014;6,2739;6,2048
2018-03-27;IMA-GERAL;4.946,948647000000;-0,0520;0,9156;3,4233;10,7951;31,8880;100,00;812.0;3.531.556.113;1.194;26.652,65;31.266.825,69;1.395;40,3676;--;--
2018-03-27;IMA-C;5.751,967648000000;0,0007;1,1233;6,1001;10,2140;27,2305;2,88;1.6030000000000002;101.602.225;--;--;--;2.543;60,8699;4,2916;4,4919
2018-03-27;IMA-GERAL ex-C;4.914,049573000000;-0,0536;0,9095;3,3454;10,8425;32,1029;97,12;789.0;3.429.953.888;1.194;26.652,65;31.266.825,69;1.361;39,7602;--;--
2018-03-27;IMA-S;4.204,206754000000;0,0246;0,4850;1,5340;8,7482;23,6556;31,30;1.0;1.105.250.008;206;150,71;1.420.502,63;1.0;0,0000;--;--
2018-03-27;IRF-M;11.310,393624000000;-0,0135;1,2315;3,6764;12,8816;36,9388;36,96;566.0;1.305.168.353;380;24.326,29;22.541.484,02;860.0;9,6630;7,4517;8,2786
2018-03-27;IMA-B 5;5.365,448501000000;-0,0322;1,4223;3,3290;11,6372;27,1697;12,95;659.0;457.499.830;404;1.595,84;5.315.633,50;968.0;11,0790;3,4332;3,7673
2018-03-27;IMA-B;5.768,419069000000;-0,1894;0,9622;4,9689;10,6363;34,7193;28,87;1.929;1.019.535.528;608;2.175,65;7.304.839,04;3.477;121,3925;4,2475;4,8238
2018-03-27;IRF-M 1+;12.373,207201000000;-0,0246;1,4620;4,3872;14,1235;42,4507;27,12;733.0;957.912.336;232;13.733,78;12.034.947,64;1.1159999999999999;12,9479;7,8786;8,3859
2018-03-28;IRF-M 1+;12.370,435586000000;-0,0224;1,4393;4,3638;14,2641;41,1783;27,14;732.0;957.697.762;279;9.650,63;8.523.474,72;1.115;12,9145;7,8952;8,4058
2018-03-28;IRF-M;11.309,310024000000;-0,0096;1,2218;3,6665;12,9829;36,2134;36,98;565.0;1.305.043.310;384;21.508,02;20.249.495,40;859.0;9,6356;7,4628;8,2981
2018-03-28;IMA-GERAL;4.943,288767000000;-0,0740;0,8410;3,3468;10,8303;31,0557;100,00;808.0;3.528.943.377;1.101;23.828,95;28.929.177,42;1.39;40,0033;--;--
2018-03-28;IMA-GERAL ex-C;4.910,461222000000;-0,0730;0,8358;3,2699;10,8801;31,2952;97,12;785.0;3.427.449.258;1.101;23.828,95;28.929.177,42;1.3559999999999999;39,3903;--;--
2018-03-28;IMA-S;4.205,248103000000;0,0248;0,5099;1,5592;8,7251;23,6255;31,33;1.0;1.105.523.770;221;152,58;1.438.682,32;1.0;0,0000;--;--
2018-03-28;IMA-C;5.745,847509000000;-0,1064;1,0157;5,9872;10,1769;25,8128;2,88;1.6;101.494.119;--;--;--;2.541;60,7040;4,3034;4,5120
2018-03-28;IMA-B;5.753,406710000000;-0,2603;0,6995;4,6958;10,6380;33,0454;28,82;1.92;1.016.882.178;496;2.168,35;7.240.999,71;3.469;120,4008;4,2643;4,8613
2018-03-28;IMA-B 5+;6.708,099364000000;-0,4871;0,1001;5,6383;10,1699;36,9718;15,85;2.9530000000000003;559.298.233;299;1.021,72;3.470.023,19;5.515;209,8632;4,9558;5,0606
2018-03-28;IMA-B 5;5.366,434969000000;0,0184;1,4409;3,3480;11,7710;26,8561;12,97;658.0;457.583.944;287;1.741,21;5.777.008,20;967.0;11,0521;3,4191;3,7682
2018-03-28;IRF-M 1;9.993,622260000000;0,0258;0,6271;1,7708;9,4331;24,8441;9,84;104.0;347.345.548;105;11.857,39;11.726.020,68;152.0;0,5950;6,2705;6,1999
2018-03-29;IRF-M 1;9.996,649246000000;0,0303;0,6576;1,8017;9,4150;24,8136;9,83;103.0;347.450.756;72;6.060,86;6.017.287,64;151.0;0,5888;6,2610;6,1832
2018-03-29;IMA-C;5.761,852663000000;0,2786;1,2971;6,2824;10,4361;25,6669;2,88;1.6;101.776.833;--;--;--;2.54;60,7217;4,2490;4,4741
2018-03-29;IRF-M 1+;12.385,992056000000;0,1258;1,5669;4,4951;14,2426;40,5960;27,14;731.0;958.902.117;314;12.972,94;11.501.485,07;1.114;12,9059;7,8549;8,3713
2018-03-29;IMA-GERAL;4.949,240310000000;0,1204;0,9624;3,4713;10,8553;30,8766;100,00;809.0;3.533.192.098;1.173;21.825,56;27.827.482,82;1.391;40,1107;--;--
2018-03-29;IMA-GERAL ex-C;4.916,143269000000;0,1157;0,9525;3,3894;10,8977;31,1170;97,12;786.0;3.431.415.266;1.173;21.825,56;27.827.482,82;1.357;39,4993;--;--
2018-03-29;IMA-S;4.206,284822000000;0,0247;0,5347;1,5842;8,7019;23,5955;31,30;1.0;1.105.796.314;240;155,76;1.468.540,22;1.0;0,0000;--;--
2018-03-29;IMA-B;5.766,894553000000;0,2344;0,9355;4,9412;10,7562;32,9126;28,85;1.922;1.019.266.078;547;2.636,00;8.840.169,88;3.469;120,6343;4,2200;4,8330
2018-03-29;IMA-B 5+;6.726,993865000000;0,2817;0,3821;5,9358;10,3065;36,6227;15,87;2.955;560.873.592;398;1.974,23;6.673.247,15;5.515;210,1971;4,9295;5,0378
2018-03-29;IMA-B 5;5.375,917353000000;0,1767;1,6202;3,5306;11,8952;27,0843;12,97;657.0;458.392.486;291;1.951,16;6.510.386,25;966.0;11,0483;3,3520;3,7065
2018-03-29;IRF-M;11.320,658502000000;0,1003;1,3234;3,7705;12,9605;35,9061;36,97;564.0;1.306.352.873;386;19.033,80;17.518.772,72;858.0;9,6300;7,4310;8,2654
2018-04-02;IMA-B 5;5.370,037784000000;-0,1094;-0,1094;3,4173;11,8461;27,2644;12,97;656.0;457.891.148;407.0;2.782,03;9.266.082,55;961.0;11,0051;3,3945;3,7580
2018-04-02;IMA-GERAL ex-C;4.912,547716000000;-0,0731;-0,0731;3,3138;10,7445;31,3791;97,14;783.0;3.428.905.608;1.3419999999999999;27.650,54;36.771.580,48;1.3530000000000002;39,3166;--;--
2018-04-02;IRF-M 1;9.999,075933000000;0,0243;0,0243;1,8264;9,3649;24,6643;9,85;102.0;347.535.100;61.0;6.978,86;6.911.484,50;147.0;0,5825;4,4794;6,1820
2018-04-02;IRF-M 1+;12.374,527000000000;-0,0926;-0,0926;4,3984;14,0387;41,0610;27,14;730.0;958.014.512;339.0;16.881,40;14.339.189,91;1.11;12,8645;7,8989;8,4174
2018-04-02;IRF-M;11.313,697562000000;-0,0615;-0,0615;3,7067;12,7985;36,0585;36,99;563.0;1.305.549.612;400.0;23.860,27;21.250.674,41;854.0;9,5951;6,9886;8,3099
2018-04-02;IMA-C;5.757,880028000000;-0,0689;-0,0689;6,2092;10,2192;25,8153;2,86;1.604;100.811.450;2.0;2,00;12.204,15;2.543;60,6991;4,2698;4,4892
2018-04-02;IMA-S;4.207,323374000000;0,0247;0,0247;1,6093;8,6289;23,4356;31,34;1.0;1.106.069.341;315.0;465,92;4.393.466,51;1.0;0,0000;--;--
2018-04-02;IMA-GERAL;4.945,626525000000;-0,0730;-0,0730;3,3957;10,6998;31,1338;100,00;807.0;3.529.717.058;1.344;27.652,54;36.783.784,63;1.3869999999999998;39,9325;--;--
2018-04-02;IMA-B 5+;6.709,266041000000;-0,2635;-0,2635;5,6567;9,9491;37,7336;15,85;2.95;559.395.507;321.0;1.339,65;4.554.069,12;5.51;209,5954;4,9595;5,0636
2018-04-02;IMA-B;5.755,695199000000;-0,1942;-0,1942;4,7374;10,5194;33,6730;28,82;1.9180000000000001;1.017.286.655;627.0;3.324,35;11.127.439,56;3.463;120,2079;4,2551;4,8626
2018-04-03;IRF-M 1+;12.358,356343000000;-0,1307;-0,2231;4,2619;13,7072;40,8766;25,78;782.0;902.440.355;510;10.244,58;8.856.902,56;1.192;14,0303;8,1290;8,5468
2018-04-03;IMA-GERAL;4.940,246407000000;-0,1088;-0,1817;3,2832;10,4832;30,9912;100,00;819.0;3.500.046.333;1.329;23.701,56;32.863.101,99;1.4069999999999998;40,0547;--;--
2018-04-03;IMA-GERAL ex-C;4.907,154445000000;-0,1098;-0,1828;3,2004;10,5252;31,2348;97,12;795.0;3.399.310.815;1.327;23.699,56;32.850.897,84;1.3730000000000002;39,4313;--;--
2018-04-03;IRF-M;11.303,725501000000;-0,0881;-0,1496;3,6153;12,5476;35,9386;35,84;610.0;1.254.454.123;585;15.201,86;13.596.349,48;927.0;10,3898;7,5893;8,3655
2018-04-03;IMA-B 5;5.367,369055000000;-0,0497;-0,1590;3,3659;11,7318;27,2011;13,08;655.0;457.663.592;188;685,81;2.285.591,07;960.0;10,9701;3,4107;3,7859
2018-04-03;IRF-M 1;10.001,182772000000;0,0211;0,0454;1,8478;9,3260;24,6906;10,06;170.0;352.013.767;75;4.957,28;4.739.446,91;246.0;1,0571;6,2057;6,2203
2018-04-03;IMA-B;5.739,239416000000;-0,2859;-0,4795;4,4380;10,1211;33,2909;28,98;1.909;1.014.378.189;627;3.324,35;11.127.439,56;3.455;119,2906;4,2858;4,9040
2018-04-03;IMA-B 5+;6.677,111798000000;-0,4793;-0,7415;5,1503;9,3287;37,0735;15,91;2.9410000000000003;556.714.597;218;485,18;1.651.599,88;5.506;208,3387;5,0052;5,1086
2018-04-03;IMA-S;4.208,362290000000;0,0247;0,0494;1,6344;8,6058;23,4661;32,30;1.0;1.130.478.503;321;469,39;4.426.246,93;1.0;0,0000;--;--
2018-04-03;IMA-C;5.753,560453000000;-0,0750;-0,1439;6,1295;10,0813;25,7209;2,88;1.611;100.735.518;--;--;--;2.557;61,0896;4,3073;4,5114
2018-04-04;IMA-B 5+;6.656,881354000000;-0,3030;-1,0423;4,8317;9,1156;38,1819;15,87;2.9339999999999997;555.027.852;427.0;1.483,23;5.040.237,29;5.5020000000000024;207,4780;5,0354;5,1380
2018-04-04;IRF-M 1+;12.343,840677000000;-0,1175;-0,3403;4,1395;13,3593;41,5206;25,77;781.0;901.380.383;404.0;12.233,32;10.996.672,66;1.19;13,9595;8,1699;8,5978
2018-04-04;IMA-GERAL;4.936,685442000000;-0,0721;-0,2537;3,2088;10,3483;31,4016;100,00;816.0;3.497.523.475;1.288;16.914,40;21.880.051,96;1.4040000000000001;39,8151;--;--
