dt_referencia;no_indice;nu_indice;var_diaria_perc;var_mensal_perc;var_anual_perc;var_ult_12_meses_perc;var_ult_24_meses_perc;peso_perc;duration_du;carteira_mercado_reais_mil;nu_operacoes;qt_negociada_1000_tit;vr_negociado_reais_mil;pmr;convexidade;yield;redemption_yield
2017-06-02;IMA-S;3.944,818025000000;0,0443;0,0921;4,9535;13,2318;28,9859;31,25;1.0;980.481.673;241;376,86;3.330.332,18;1.0;0,0000;--;--
2017-06-02;IMA-B 5+;5.864,712287000000;-0,5482;-1,3489;4,1323;14,8365;32,0298;18,95;2.627;594.627.255;363;1.019,10;3.178.536,74;5.027;175,0566;5,7250;5,7298
2017-06-02;IMA-B;5.076,937165000000;-0,3846;-1,0230;4,2058;13,3673;30,8903;28,18;1.9809999999999999;884.241.092;944;2.670,98;8.237.967,60;3.696;120,9732;5,6154;5,7034
2017-06-05;IMA-B 5+;5.832,340862000000;-0,5520;-1,8934;3,5575;13,1948;31,4501;18,87;2.615;591.345.093;275;788,59;2.447.077,62;5.0169999999999995;173,5234;5,7846;5,7904
2017-06-05;IMA-B 5;4.818,619496000000;-0,0832;-0,4300;4,4699;11,1414;30,9027;9,23;653.0;289.372.816;299;2.230,12;6.847.890,48;962.0;9,8946;5,4425;5,5361
2017-06-05;IMA-C;5.018,977128000000;-0,2858;-0,9128;2,7412;4,6737;27,1315;3,37;1.4880000000000002;105.708.437;3;10,00;57.807,97;2.443;56,7484;5,9402;5,7123
2017-06-05;IMA-B;5.056,708542000000;-0,3984;-1,4174;3,7906;12,1798;30,4919;28,11;1.9709999999999999;880.717.909;493;2.718,41;8.367.221,81;3.685;119,7608;5,6722;5,7627
2017-06-05;IRF-M;10.073,697822000000;-0,0499;-0,3994;6,3745;16,1403;34,5164;37,22;580.0;1.166.186.592;182;6.586,56;6.305.677,56;895.0;9,6064;10,0600;10,4000
2017-06-05;IRF-M 1+;10.846,037027000000;-0,0769;-0,5505;6,7588;17,3187;36,9050;27,72;739.0;868.553.148;142;3.370,05;3.167.380,53;1.143;12,6799;10,2047;10,4516
2017-06-05;IMA-GERAL ex-C;4.431,213169000000;-0,1207;-0,5265;5,2031;14,1296;31,4154;96,63;797.0;3.027.830.861;901;9.379,85;15.335.446,44;1.4169999999999998;38,5353;--;--
2017-06-05;IRF-M 1;9.310,239642000000;0,0291;0,0381;5,3538;13,5183;30,4024;9,50;118.0;297.633.445;40;3.216,50;3.138.297,02;173.0;0,6375;9,6377;9,4623
2017-06-05;IMA-S;3.946,607153000000;0,0454;0,1375;5,0011;13,2238;28,9179;31,30;1.0;980.926.359;226;74,89;662.547,08;1.0;0,0000;--;--
2017-06-05;IMA-GERAL;4.456,798764000000;-0,1263;-0,5396;5,1195;13,7667;31,2796;100,00;820.0;3.133.539.298;904;9.389,85;15.393.254,41;1.452;39,1497;--;--
2017-06-06;IRF-M;10.105,312977000000;0,3138;-0,0868;6,7083;16,2457;34,9386;37,23;580.0;1.169.846.537;155;4.118,03;3.845.173,33;895.0;9,6308;9,9309;10,2695
2017-06-06;IMA-B 5;4.828,469662000000;0,2044;-0,2265;4,6834;11,2614;31,1703;9,23;653.0;289.964.348;173;757,51;2.325.938,53;962.0;9,8907;5,3778;5,4702
2017-06-06;IMA-B 5+;5.865,932020000000;0,5759;-1,3284;4,1539;13,6313;32,2072;18,93;2.625;594.750.924;291;987,11;3.057.280,35;5.024;174,9404;5,7328;5,7364
2017-06-06;IRF-M 1+;10.888,737167000000;0,3937;-0,1590;7,1791;17,4207;37,4440;27,75;738.0;871.972.585;124;2.729,07;2.492.249,93;1.1420000000000001;12,7047;10,0588;10,3191
2017-06-06;IMA-GERAL ex-C;4.443,039804000000;0,2669;-0,2610;5,4838;14,2609;31,7661;96,63;801.0;3.035.911.955;749;5.674,06;9.532.469,53;1.421;38,9275;--;--
2017-06-06;IMA-GERAL;4.468,638338000000;0,2657;-0,2754;5,3987;13,9016;31,6283;100,00;824.0;3.141.863.607;749;5.674,06;9.532.469,53;1.456;39,5314;--;--
2017-06-06;IMA-S;3.948,312194000000;0,0432;0,1808;5,0465;13,2139;28,9736;31,23;1.0;981.350.146;209;153,73;1.360.094,65;1.0;0,0000;--;--
2017-06-06;IMA-B;5.079,659707000000;0,4539;-0,9699;4,2617;12,5166;31,0842;28,16;1.979;884.715.272;385;1.402,29;4.327.201,56;3.6919999999999997;120,8456;5,6164;5,7077
2017-06-06;IRF-M 1;9.317,762916000000;0,0808;0,1189;5,4390;13,5495;30,5077;9,48;117.0;297.873.952;31;1.388,96;1.352.923,39;172.0;0,6324;9,5564;9,3569
2017-06-06;IMA-C;5.030,524832000000;0,2301;-0,6848;2,9776;4,8804;27,4240;3,37;1.489;105.951.652;--;--;--;2.443;56,8360;5,9032;5,6750
2017-06-07;IMA-S;3.949,953210000000;0,0416;0,2224;5,0902;13,2012;29,0272;31,23;1.0;981.758.019;291;160,34;1.419.556,41;1.0;0,0000;--;--
2017-06-07;IRF-M;10.107,396740000000;0,0206;-0,0662;6,7303;16,3487;34,9664;37,22;579.0;1.170.087.764;183;7.976,94;7.094.645,51;894.0;9,6077;9,9346;10,2781
2017-06-07;IMA-GERAL;4.470,937455000000;0,0515;-0,2241;5,4529;14,0389;31,6960;100,00;824.0;3.143.480.098;1.062;10.554,58;15.969.753,84;1.456;39,6141;--;--
2017-06-07;IMA-GERAL ex-C;4.445,339848000000;0,0518;-0,2094;5,5385;14,3911;31,8343;96,63;801.0;3.037.483.566;1.062;10.554,58;15.969.753,84;1.422;39,0133;--;--
2017-06-07;IRF-M 1;9.321,348977000000;0,0385;0,1575;5,4796;13,5483;30,5580;9,48;116.0;297.988.593;51;3.657,38;3.546.502,42;171.0;0,6261;9,5506;9,3498
2017-06-07;IMA-C;5.032,655702000000;0,0424;-0,6427;3,0212;5,1702;27,4780;3,37;1.489;105.996.532;--;--;--;2.443;56,8313;5,9042;5,6712
2017-06-07;IMA-B 5+;5.875,397316000000;0,1614;-1,1692;4,3220;14,1153;32,4205;18,95;2.627;595.710.617;398;1.235,96;3.837.619,63;5.025;175,2541;5,7245;5,7244
2017-06-07;IMA-B 5;4.827,850495000000;-0,0128;-0,2393;4,6700;11,2282;31,1535;9,22;652.0;289.927.165;364;1.819,79;5.593.113,42;961.0;9,8634;5,4011;5,4925
2017-06-07;IMA-B;5.084,956368000000;0,1043;-0,8667;4,3704;12,8078;31,2209;28,17;1.98;885.637.782;588;2.417,30;7.455.551,92;3.694;121,1109;5,6187;5,6995
2017-06-07;IRF-M 1+;10.890,317921000000;0,0145;-0,1445;7,1947;17,5797;37,4640;27,74;737.0;872.099.172;132;4.319,56;3.548.143,10;1.141;12,6767;10,0658;10,3282
2017-06-08;IMA-GERAL;4.472,396036000000;0,0326;-0,1916;5,4873;13,8209;31,3342;100,00;823.0;3.144.505.614;909;10.064,03;16.092.767,75;1.456;39,6051;--;--
2017-06-08;IMA-GERAL ex-C;4.446,859618000000;0,0342;-0,1753;5,5745;14,1807;31,4804;96,63;800.0;3.038.522.019;909;10.064,03;16.092.767,75;1.421;39,0063;--;--
2017-06-08;IRF-M 1+;10.893,008370000000;0,0247;-0,1198;7,2212;17,2781;37,0914;27,74;736.0;872.314.623;147;5.752,40;5.102.890,05;1.14;12,6477;10,0681;10,3335
2017-06-08;IRF-M 1;9.324,798147000000;0,0370;0,1945;5,5186;13,5254;30,5291;9,48;115.0;298.098.857;20;1.594,74;1.583.660,65;170.0;0,6198;9,5495;9,3462
2017-06-08;IMA-S;3.951,696484000000;0,0441;0,2667;5,1365;13,1915;29,0186;31,24;1.0;982.191.309;236;177,60;1.572.734,06;1.0;0,0000;--;--
2017-06-08;IMA-C;5.032,041458000000;-0,0122;-0,6548;3,0087;4,7800;26,9327;3,37;1.4880000000000002;105.983.594;--;--;--;2.4419999999999997;56,7707;5,9119;5,6771
2017-06-08;IRF-M;10.110,210326000000;0,0278;-0,0384;6,7600;16,1398;34,7227;37,22;578.0;1.170.413.481;167;7.347,14;6.686.550,70;893.0;9,5842;9,9360;10,2832
2017-06-08;IMA-B;5.086,560837000000;0,0316;-0,8354;4,4034;12,4226;30,4605;28,17;1.98;885.917.230;506;2.539,29;7.833.482,99;3.694;121,1220;5,6257;5,7010
2017-06-08;IMA-B 5+;5.877,785495000000;0,0406;-1,1290;4,3644;13,5808;31,4578;18,95;2.627;595.952.756;301;1.075,64;3.344.994,44;5.025;175,2678;5,7285;5,7247
2017-06-08;IMA-B 5;4.828,471751000000;0,0129;-0,2264;4,6835;11,0647;30,8732;9,22;651.0;289.964.474;346;1.812,15;5.566.813,02;960.0;9,8381;5,4144;5,5044
2017-06-09;IRF-M;10.144,595276000000;0,3401;0,3016;7,1231;16,5939;35,1012;37,29;578.0;1.174.394.071;230;12.041,89;10.706.250,31;893.0;9,6134;9,7908;10,1396
2017-06-09;IRF-M 1;9.333,657956000000;0,0950;0,2897;5,6188;13,6107;30,5967;9,47;115.0;298.382.091;77;5.223,56;5.110.433,96;169.0;0,6153;9,4475;9,2031
2017-06-09;IRF-M 1+;10.939,179027000000;0,4239;0,3035;7,6756;17,8758;37,5786;27,81;736.0;876.011.980;153;6.818,33;5.595.816,36;1.14;12,6783;9,9078;10,1893
2017-06-09;IMA-B;5.089,774722000000;0,0632;-0,7727;4,4693;12,4840;30,3254;28,15;1.98;886.476.986;464;1.772,40;5.472.626,54;3.693;121,1982;5,5929;5,6795
2017-06-09;IMA-B 5+;5.881,742301000000;0,0673;-1,0624;4,4346;13,6915;31,2748;18,93;2.627;596.353.940;248;867,93;2.698.700,11;5.024;175,3763;5,7058;5,7080
2017-06-09;IMA-S;3.953,406953000000;0,0433;0,3101;5,1821;13,1818;29,0090;31,20;1.0;982.616.445;206;185,38;1.642.473,08;1.0;0,0000;--;--
2017-06-09;IMA-B 5;4.831,112304000000;0,0547;-0,1719;4,7407;11,0487;30,8544;9,21;650.0;290.123.047;328;1.188,20;3.650.801,09;959.0;9,8341;5,3606;5,4421
2017-06-09;IMA-C;5.038,010207000000;0,1186;-0,5370;3,1308;4,9788;26,9293;3,37;1.4869999999999999;106.109.307;--;--;--;2.441;56,7661;5,8926;5,6597
2017-06-09;IMA-GERAL ex-C;4.454,126574000000;0,1634;-0,0121;5,7471;14,3699;31,5744;96,63;800.0;3.043.487.502;900;13.999,67;17.821.349,94;1.421;39,0110;--;--
2017-06-09;IMA-GERAL;4.479,637187000000;0,1619;-0,0300;5,6581;14,0109;31,4245;100,00;823.0;3.149.596.809;900;13.999,67;17.821.349,94;1.455;39,6091;--;--
2017-06-12;IRF-M 1+;10.954,883198000000;0,1436;0,4475;7,8302;18,6260;38,3942;27,83;735.0;877.269.574;199;8.195,70;7.222.612,76;1.137;12,6828;9,8718;10,1502
2017-06-12;IRF-M;10.156,585485000000;0,1182;0,4202;7,2497;17,0997;35,5967;37,30;578.0;1.175.782.124;239;10.946,36;9.894.364,14;891.0;9,6175;9,7600;10,1019
2017-06-12;IMA-GERAL;4.483,547745000000;0,0873;0,0573;5,7504;14,3663;31,6492;100,00;823.0;3.152.346.290;1.062;13.193,28;17.565.440,46;1.454;39,6517;--;--
2017-06-12;IMA-B 5;4.833,461152000000;0,0486;-0,1233;4,7916;11,0563;30,7454;9,21;649.0;290.264.102;416;1.690,64;5.189.182,62;956.0;9,8158;5,3600;5,4364
2017-06-12;IRF-M 1;9.337,738821000000;0,0437;0,3336;5,6650;13,6128;30,5332;9,47;114.0;298.512.550;40;2.750,66;2.671.751,38;166.0;0,6092;9,4314;9,1818
2017-06-12;IMA-B;5.095,416460000000;0,1108;-0,6627;4,5851;12,9979;30,4874;28,15;1.9809999999999999;887.459.598;576;2.117,83;6.526.776,45;3.6919999999999997;121,3227;5,5846;5,6693
2017-06-12;IMA-GERAL ex-C;4.458,214773000000;0,0918;0,0796;5,8441;14,7282;31,8040;96,64;800.0;3.046.280.953;1.062;13.193,28;17.565.440,46;1.42;39,0565;--;--
2017-06-12;IMA-B 5+;5.890,042431000000;0,1411;-0,9228;4,5820;14,5285;31,5556;18,94;2.628;597.195.496;307;787,69;2.452.283,68;5.021;175,5201;5,6937;5,6973
2017-06-12;IMA-C;5.035,922567000000;-0,0414;-0,5782;3,0881;5,2435;27,0122;3,36;1.486;106.065.337;--;--;--;2.438;56,7463;5,8829;5,6505
2017-06-12;IMA-S;3.955,107970000000;0,0430;0,3532;5,2273;13,1723;28,8681;31,18;1.0;983.039.231;247;129,10;1.144.299,87;1.0;0,0000;--;--
2017-06-13;IMA-C;5.036,885635000000;0,0191;-0,5592;3,1078;4,9269;27,0365;3,37;1.486;106.085.621;--;--;--;2.437;56,7233;5,8828;5,6479
2017-06-13;IMA-B;5.093,352561000000;-0,0405;-0,7030;4,5428;12,6700;30,4345;28,15;1.979;887.100.132;360;1.989,20;6.136.715,05;3.6910000000000003;121,1925;5,6051;5,6796
2017-06-13;IMA-B 5+;5.888,146940000000;-0,0322;-0,9547;4,5484;14,0905;31,5133;18,94;2.6260000000000003;597.003.310;207;744,67;2.310.870,68;5.02;175,3263;5,7019;5,7042
2017-06-13;IMA-S;3.956,831211000000;0,0436;0,3969;5,2732;13,1628;28,9243;31,20;1.0;983.467.542;188;169,12;1.500.573,08;1.0;0,0000;--;--
2017-06-13;IMA-GERAL ex-C;4.457,226281000000;-0,0222;0,0574;5,8207;14,5773;31,7748;96,63;799.0;3.045.605.520;757;8.730,28;13.729.556,48;1.4180000000000001;38,9978;--;--
2017-06-13;IMA-B 5;4.830,675608000000;-0,0576;-0,1809;4,7312;10,8893;30,6701;9,20;648.0;290.096.822;258;1.807,05;5.568.827,27;955.0;9,7881;5,4059;5,4742
2017-06-13;IMA-GERAL;4.482,615934000000;-0,0208;0,0365;5,7284;14,2077;31,6219;100,00;822.0;3.151.691.142;757;8.730,28;13.729.556,48;1.453;39,5945;--;--
2017-06-13;IRF-M;10.150,156303000000;-0,0633;0,3566;7,1818;16,9875;35,5109;37,28;576.0;1.175.037.846;209;6.571,97;6.092.268,35;889.0;9,5845;9,8051;10,1505
2017-06-13;IRF-M 1+;10.944,714297000000;-0,0928;0,3543;7,7301;18,4895;38,2658;27,81;734.0;876.455.246;168;3.882,92;3.458.576,75;1.136;12,6444;9,9247;10,1996
2017-06-13;IRF-M 1;9.339,930065000000;0,0235;0,3571;5,6898;13,5790;30,5638;9,47;112.0;298.582.600;41;2.689,05;2.633.691,60;165.0;0,6025;9,4538;9,2096
2017-06-14;IRF-M;10.170,990073000000;0,2053;0,5626;7,4018;17,2682;35,7890;37,26;576.0;1.177.449.678;188;5.994,12;5.729.179,35;889.0;9,6116;9,7478;10,0713
2017-06-14;IMA-GERAL;4.494,491509000000;0,2649;0,3015;6,0085;14,4473;31,9706;100,00;828.0;3.160.040.763;1.140;11.180,93;22.350.777,94;1.46;40,2494;--;--
2017-06-14;IRF-M 1;9.344,094861000000;0,0446;0,4019;5,7370;13,5839;30,6221;9,45;112.0;298.715.742;39;2.069,32;2.002.729,72;164.0;0,5965;9,4355;9,1859
2017-06-14;IRF-M 1+;10.973,169382000000;0,2600;0,6152;8,0102;18,8828;38,6252;27,81;734.0;878.733.936;149;3.924,81;3.726.449,63;1.136;12,6761;9,8540;10,1170
2017-06-14;IMA-B 5;4.834,495010000000;0,0791;-0,1020;4,8140;10,8795;30,7734;9,19;647.0;290.326.189;614;4.556,56;14.036.458,91;954.0;9,7736;5,3886;5,4560
2017-06-14;IMA-B 5+;5.937,834607000000;0,8439;-0,1189;5,4306;14,8273;32,6230;19,05;2.6430000000000002;602.041.177;369;1.580,26;4.914.384,29;5.032;177,7097;5,6294;5,6228
2017-06-14;IMA-GERAL ex-C;4.469,080079000000;0,2659;0,3235;6,1021;14,8222;32,1252;96,63;805.0;3.053.705.174;1.140;11.180,93;22.350.777,94;1.426;39,6709;--;--
2017-06-14;IMA-B;5.123,594783000000;0,5938;-0,1134;5,1635;13,1644;31,2090;28,24;1.994;892.367.366;752;5.080,06;15.674.428,91;3.7060000000000004;123,0727;5,5510;5,6052
2017-06-14;IMA-C;5.048,753942000000;0,2356;-0,3249;3,3508;5,0418;27,3358;3,37;1.4869999999999999;106.335.589;--;--;--;2.438;56,8629;5,8472;5,6066
2017-06-14;IMA-S;3.958,523386000000;0,0428;0,4399;5,3182;13,1520;28,9794;31,14;1.0;983.888.130;200;106,74;947.169,67;1.0;0,0000;--;--
2017-06-16;IMA-S;3.960,150173000000;0,0411;0,4811;5,3615;13,0801;28,9015;31,06;1.0;984.292.467;233;702,96;6.240.391,03;1.0;0,0000;--;--
2017-06-16;IMA-GERAL;4.507,005261000000;0,2784;0,5808;6,3036;14,7759;32,4753;100,00;831.0;3.168.839.081;1.026;26.825,73;37.408.868,61;1.463;40,5714;--;--
2017-06-16;IMA-GERAL ex-C;4.481,541352000000;0,2788;0,6033;6,3979;15,1506;32,6301;96,64;809.0;3.062.219.914;1.026;26.825,73;37.408.868,61;1.429;39,9987;--;--
2017-06-16;IMA-C;5.062,218074000000;0,2667;-0,0591;3,6264;5,3702;27,8289;3,36;1.489;106.619.167;--;--;--;2.438;57,0185;5,8063;5,5598
2017-06-16;IMA-B 5;4.842,065337000000;0,1566;0,0545;4,9782;11,1178;30,9041;9,18;646.0;290.780.810;441;3.207,39;9.878.195,37;952.0;9,7686;5,3435;5,4060
2017-06-16;IMA-B 5+;5.973,547922000000;0,6015;0,4818;6,0647;15,6103;33,9461;19,11;2.65;605.662.175;304;1.106,82;3.450.535,75;5.033;178,6742;5,5660;5,5660
2017-06-16;IRF-M 1;9.349,775909000000;0,0608;0,4629;5,8012;13,5463;30,5813;9,43;111.0;298.897.356;35;1.448,92;1.424.336,36;162.0;0,5910;9,3889;9,1214
2017-06-16;IMA-B;5.146,995258000000;0,4567;0,3428;5,6438;13,7624;32,1549;28,29;2.0;896.442.985;594;3.591,66;11.084.578,44;3.7089999999999996;123,8860;5,4938;5,5492
2017-06-16;IRF-M;10.205,843151000000;0,3427;0,9072;7,7699;17,7100;36,3785;37,28;577.0;1.181.484.462;199;22.531,10;20.083.899,14;889.0;9,6727;9,6350;9,9268
2017-06-16;IRF-M 1+;11.021,285749000000;0,4385;1,0564;8,4838;19,5203;39,5104;27,85;735.0;882.587.106;164;21.082,18;18.659.562,79;1.136;12,7483;9,7184;9,9678
2017-06-19;IMA-GERAL;4.516,312327000000;0,2065;0,7885;6,5232;14,9024;32,3022;100,00;835.0;3.178.557.977;1.421;14.109,42;22.887.616,24;1.4669999999999999;40,8873;--;--
2017-06-19;IMA-GERAL ex-C;4.490,695076000000;0,2043;0,8088;6,6152;15,2837;32,4533;96,64;813.0;3.071.649.720;1.421;14.109,42;22.887.616,24;1.433;40,3205;--;--
2017-06-19;IMA-B 5+;5.996,573373000000;0,3855;0,8691;6,4735;15,9998;33,4258;18,32;2.733;582.158.968;623;2.099,49;6.584.931,48;5.1979999999999995;186,9543;5,5281;5,5293
2017-06-19;IRF-M 1;9.355,958272000000;0,0661;0,5294;5,8712;13,5617;30,4489;9,41;110.0;299.094.996;50;6.771,28;6.408.641,02;159.0;0,5857;9,3334;9,0424
2017-06-19;IMA-S;3.961,857415000000;0,0431;0,5245;5,4069;13,0697;28,7607;30,98;1.0;984.716.801;207;167,90;1.491.141,99;1.0;0,0000;--;--
2017-06-19;IMA-C;5.075,943910000000;0,2711;0,2119;3,9074;5,3602;27,7565;3,36;1.4909999999999999;106.908.257;--;--;--;2.437;57,1732;5,7616;5,5123
2017-06-19;IMA-B;5.162,878956000000;0,3086;0,6525;5,9698;14,0857;31,7133;28,39;2.0069999999999997;902.387.828;1.063;3.899,53;12.122.985,23;3.713;124,5119;5,4483;5,5105
2017-06-19;IRF-M 1+;11.057,037258000000;0,3244;1,3842;8,8357;19,6352;39,6386;27,86;735.0;885.450.095;101;3.270,70;2.864.848,00;1.1340000000000001;12,7814;9,6124;9,8608
2017-06-19;IMA-B 5;4.850,257297000000;0,1692;0,2237;5,1558;11,3202;30,6937;10,07;688.0;320.228.860;735;2.977,13;9.204.718,60;1.014;10,9950;5,3031;5,3742
2017-06-19;IRF-M;10.232,281334000000;0,2590;1,1686;8,0490;17,8148;36,4476;37,27;577.0;1.184.545.091;151;10.041,98;9.273.489,02;888.0;9,7020;9,5419;9,8216
2017-06-20;IMA-GERAL;4.507,445974000000;-0,1963;0,5906;6,3140;14,6126;32,0425;100,00;831.0;3.172.317.882;913;12.463,26;17.802.511,78;1.462;40,4870;--;--
2017-06-20;IMA-B 5;4.843,929700000000;-0,1305;0,0930;5,0186;11,1139;30,5232;10,08;687.0;319.811.093;437;2.388,34;7.385.093,14;1.012;10,9507;5,3531;5,4304
2017-06-20;IMA-B 5+;5.965,272196000000;-0,5220;0,3426;5,9178;15,4289;32,7293;18,26;2.722;579.120.189;320;1.084,93;3.393.950,62;5.192;185,6237;5,5832;5,5819
2017-06-20;IRF-M 1+;11.019,924513000000;-0,3356;1,0439;8,4704;19,1054;39,1699;27,82;732.0;882.478.097;112;2.598,11;2.309.336,16;1.131;12,6711;9,7359;10,0004
2017-06-20;IRF-M;10.207,085481000000;-0,2462;0,9195;7,7830;17,4198;36,1116;37,25;574.0;1.181.628.281;164;9.804,63;9.125.044,51;885.0;9,6098;9,6419;9,9565
2017-06-20;IRF-M 1;9.357,684564000000;0,0185;0,5479;5,8907;13,5232;30,4730;9,43;109.0;299.150.183;52;7.206,52;6.815.708,35;158.0;0,5790;9,3645;9,0827
2017-06-20;IMA-GERAL ex-C;4.481,982396000000;-0,1940;0,6132;6,4084;15,0019;32,1963;96,64;808.0;3.065.690.219;913;12.463,26;17.802.511,78;1.4280000000000002;39,9113;--;--
2017-06-20;IMA-C;5.062,621471000000;-0,2625;-0,0511;3,6347;4,8872;27,4212;3,36;1.4880000000000002;106.627.663;--;--;--;2.435;57,0379;5,7815;5,5343
2017-06-20;IMA-B;5.143,102836000000;-0,3830;0,2669;5,5639;13,6449;31,2087;28,34;1.9980000000000002;898.931.282;541;2.582,43;8.000.391,41;3.705;123,4806;5,5013;5,5634
2017-06-20;IMA-S;3.963,522500000000;0,0420;0,5667;5,4512;13,0580;28,8149;31,05;1.0;985.130.657;208;76,20;677.075,86;1.0;0,0000;--;--
2017-06-21;IRF-M 1;9.362,971007000000;0,0565;0,6047;5,9506;13,5089;30,5467;9,43;108.0;299.319.182;45;2.730,71;2.708.444,94;157.0;0,5734;9,3240;9,0265
2017-06-21;IMA-C;5.067,610477000000;0,0985;0,0474;3,7368;4,8676;27,5467;3,36;1.4880000000000002;106.732.740;--;--;--;2.434;57,0681;5,7642;5,5153
2017-06-21;IRF-M 1+;11.020,013265000000;0,0008;1,0447;8,4713;18,6215;39,1710;27,80;731.0;882.485.205;183;8.767,86;7.404.991,82;1.129;12,6141;9,7270;10,0137
2017-06-21;IRF-M;10.208,606715000000;0,0149;0,9345;7,7990;17,0905;36,1319;37,24;573.0;1.181.804.387;228;11.498,57;10.113.436,76;883.0;9,5645;9,6249;9,9668
2017-06-21;IMA-GERAL;4.509,654516000000;0,0490;0,6399;6,3661;14,4891;32,1072;100,00;830.0;3.173.872.242;792;13.504,85;17.154.104,94;1.4609999999999999;40,4789;--;--
2017-06-21;IMA-B 5+;5.970,382601000000;0,0857;0,4286;6,0085;15,3885;32,8431;18,26;2.722;579.616.317;195;795,13;2.500.232,19;5.191;185,6033;5,5741;5,5751
2017-06-21;IMA-GERAL ex-C;4.484,101221000000;0,0473;0,6607;6,4587;14,8741;32,2588;96,64;807.0;3.067.139.502;792;13.504,85;17.154.104,94;1.4269999999999998;39,9016;--;--
2017-06-21;IMA-B 5;4.849,612460000000;0,1173;0,2104;5,1418;11,2027;30,6763;10,09;686.0;320.186.286;255;1.476,43;4.562.355,76;1.012;10,9363;5,3079;5,3909
2017-06-21;IMA-B;5.148,087972000000;0,0969;0,3641;5,6662;13,6550;31,3359;28,35;1.9969999999999999;899.802.603;366;1.866,91;5.801.670,77;3.7039999999999997;123,4497;5,4794;5,5526
2017-06-21;IMA-S;3.965,139304000000;0,0408;0,6077;5,4942;13,0447;28,8674;31,05;1.0;985.532.512;198;139,38;1.238.997,42;1.0;0,0000;--;--
2017-06-22;IRF-M 1;9.367,523749000000;0,0486;0,6536;6,0021;13,4944;30,5250;9,44;107.0;299.464.726;46;4.222,13;4.161.297,04;156.0;0,5677;9,2998;8,9895
2017-06-22;IRF-M;10.206,401353000000;-0,0216;0,9127;7,7757;17,0340;35,7579;37,25;571.0;1.181.549.082;247;10.411,14;9.887.661,02;881.0;9,5193;9,6286;9,9947
2017-06-22;IRF-M 1+;11.015,007676000000;-0,0454;0,9988;8,4220;18,5563;38,6020;27,81;729.0;882.084.356;201;6.189,01;5.726.363,98;1.127;12,5584;9,7403;10,0446
2017-06-22;IMA-B 5;4.848,891701000000;-0,0149;0,1955;5,1262;11,1620;30,3762;10,09;684.0;320.138.699;294;1.719,14;5.316.675,29;1.01;10,9027;5,3064;5,4024
2017-06-22;IMA-B 5+;5.951,251008000000;-0,3204;0,1068;5,6688;15,1074;32,0274;18,21;2.715;577.758.985;221;853,83;2.688.758,85;5.187;184,7351;5,6087;5,6080
2017-06-22;IMA-B;5.137,189259000000;-0,2117;0,1516;5,4425;13,4578;30,7027;28,31;1.9909999999999999;897.897.684;403;2.094,89;6.514.554,08;3.698;122,7564;5,5009;5,5828
2017-06-22;IMA-GERAL ex-C;4.481,585769000000;-0,0561;0,6043;6,3990;14,7953;31,9020;96,64;804.0;3.065.418.925;843;12.634,45;17.544.271,98;1.423;39,6260;--;--
2017-06-22;IMA-C;5.058,375153000000;-0,1822;-0,1349;3,5477;4,5464;27,0089;3,36;1.485;106.538.228;2;7,00;40.469,13;2.432;56,8783;5,7897;5,5465
2017-06-22;IMA-GERAL;4.506,933426000000;-0,0603;0,5792;6,3020;14,4005;31,7437;100,00;827.0;3.171.957.153;845;12.641,45;17.584.741,10;1.4569999999999999;40,2055;--;--
2017-06-22;IMA-S;3.966,908154000000;0,0446;0,6526;5,5413;13,0358;28,8595;31,08;1.0;985.972.159;193;128,42;1.142.056,87;1.0;0,0000;--;--
2017-06-23;IMA-B;5.133,298336000000;-0,0757;0,0758;5,3627;12,8656;30,5726;28,29;1.9869999999999999;897.217.613;413;2.037,28;6.358.377,33;3.694;122,3212;5,5037;5,5950
2017-06-23;IMA-GERAL ex-C;4.481,448676000000;-0,0031;0,6012;6,3957;14,5209;31,8074;96,64;802.0;3.065.325.153;840;12.623,19;17.645.432,80;1.421;39,4670;--;--
2017-06-23;IMA-B 5+;5.942,880142000000;-0,1407;-0,0340;5,5202;14,1740;31,8871;18,19;2.7110000000000003;576.946.325;288;1.254,29;3.940.854,93;5.184;184,1835;5,6219;5,6234
2017-06-23;IMA-B 5;4.850,899929000000;0,0414;0,2370;5,1697;11,1007;30,2177;10,10;683.0;320.271.289;262;1.290,61;3.998.287,74;1.0090000000000001;10,8808;5,2908;5,3922
2017-06-23;IRF-M;10.207,868673000000;0,0144;0,9272;7,7912;16,8286;35,6280;37,26;570.0;1.181.718.947;233;10.436,39;9.956.653,73;880.0;9,5034;9,6419;10,0062
2017-06-23;IMA-C;5.057,290248000000;-0,0214;-0,1564;3,5255;4,4033;26,8266;3,36;1.484;106.515.378;--;--;--;2.431;56,8036;5,7889;5,5489
2017-06-23;IMA-S;3.968,583611000000;0,0422;0,6951;5,5858;13,0241;28,8484;31,10;1.0;986.388.592;194;149,52;1.330.401,74;1.0;0,0000;--;--
2017-06-23;IMA-GERAL;4.506,767722000000;-0,0037;0,5755;6,2980;14,1319;31,6455;100,00;825.0;3.171.840.531;840;12.623,19;17.645.432,80;1.455;40,0492;--;--
